zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
2351,42.11724,-70.95962,Abington,MA,Massachusetts,TRUE,,16330,640,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2356,42.05507,-71.12058,North Easton,MA,Massachusetts,TRUE,,12962,353.8,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2357,42.05772,-71.08075,North Easton,MA,Massachusetts,TRUE,,1126,1091.3,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2359,42.06547,-70.80143,Pembroke,MA,Massachusetts,TRUE,,18304,316.1,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2360,41.87859,-70.63066,Plymouth,MA,Massachusetts,TRUE,,59133,227.5,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2364,41.98617,-70.74823,Kingston,MA,Massachusetts,TRUE,,13381,261.6,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2366,41.85082,-70.65717,South Carver,MA,Massachusetts,TRUE,,198,80.4,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2367,41.96345,-70.80973,Plympton,MA,Massachusetts,TRUE,,2945,74.2,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2368,42.17697,-71.05341,Randolph,MA,Massachusetts,TRUE,,34232,1232.6,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2370,42.12987,-70.91096,Rockland,MA,Massachusetts,TRUE,,17909,655,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2375,42.01746,-71.10147,South Easton,MA,Massachusetts,TRUE,,10218,243.5,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2379,42.02139,-71.02669,West Bridgewater,MA,Massachusetts,TRUE,,7165,174.2,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2382,42.07999,-70.93991,Whitman,MA,Massachusetts,TRUE,,14961,806.6,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2420,42.45632,-71.21668,Lexington,MA,Massachusetts,TRUE,,14496,823.7,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2421,42.43854,-71.24,Lexington,MA,Massachusetts,TRUE,,18984,679.9,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2445,42.32597,-71.13397,Brookline,MA,Massachusetts,TRUE,,21324,3066.4,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2446,42.34356,-71.12167,Brookline,MA,Massachusetts,TRUE,,29834,8793,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2451,42.3982,-71.2571,Waltham,MA,Massachusetts,TRUE,,18699,1217.6,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2452,42.39357,-71.2196,Waltham,MA,Massachusetts,TRUE,,15288,1485.3,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2453,42.36913,-71.24024,Waltham,MA,Massachusetts,TRUE,,28877,3193.4,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2457,42.29838,-71.26836,Babson Park,MA,Massachusetts,TRUE,,1715,3465.3,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2458,42.3528,-71.18748,Newton,MA,Massachusetts,TRUE,,12522,2345.8,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2459,42.31493,-71.19174,Newton Center,MA,Massachusetts,TRUE,,19463,1473.5,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2460,42.35196,-71.20831,Newtonville,MA,Massachusetts,TRUE,,9754,2511.5,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2461,42.31682,-71.20848,Newton Highlands,MA,Massachusetts,TRUE,,7404,1872.9,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2462,42.32988,-71.25607,Newton Lower Falls,MA,Massachusetts,TRUE,,1420,1136.5,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2464,42.31287,-71.21958,Newton Upper Falls,MA,Massachusetts,TRUE,,3103,2021.5,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2465,42.34917,-71.22668,West Newton,MA,Massachusetts,TRUE,,11964,2016.4,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2466,42.34411,-71.24806,Auburndale,MA,Massachusetts,TRUE,,8761,1746.7,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2467,42.31641,-71.16118,Chestnut Hill,MA,Massachusetts,TRUE,,21864,1782,25021,Norfolk,"{'25017':37.9,'25021':38.86,'25025':23.24}",Norfolk|Middlesex|Suffolk,25021|25017|25025,FALSE,FALSE,America/New_York
2468,42.32731,-71.23076,Waban,MA,Massachusetts,TRUE,,5688,1374.2,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2472,42.37,-71.17725,Watertown,MA,Massachusetts,TRUE,,35387,3062,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2474,42.42023,-71.1565,Arlington,MA,Massachusetts,TRUE,,28333,3330.4,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2476,42.41624,-71.17518,Arlington,MA,Massachusetts,TRUE,,16814,3049.8,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2478,42.39603,-71.17951,Belmont,MA,Massachusetts,TRUE,,26033,2050.7,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2481,42.31293,-71.27431,Wellesley Hills,MA,Massachusetts,TRUE,,16447,1111.8,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2482,42.29384,-71.29986,Wellesley,MA,Massachusetts,TRUE,,11039,944.6,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2492,42.27612,-71.24374,Needham,MA,Massachusetts,TRUE,,20258,806.6,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2493,42.35893,-71.30008,Weston,MA,Massachusetts,TRUE,,12067,258.5,25017,Middlesex,{'25017':100},Middlesex,25017,FALSE,FALSE,America/New_York
2494,42.29966,-71.23201,Needham Heights,MA,Massachusetts,TRUE,,10477,1249.9,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2532,41.75163,-70.59728,Buzzards Bay,MA,Massachusetts,TRUE,,13238,343.3,25001,Barnstable,"{'25001':84.5,'25023':15.5}",Barnstable|Plymouth,25001|25023,FALSE,FALSE,America/New_York
2534,41.66707,-70.61995,Cataumet,MA,Massachusetts,TRUE,,741,142.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2535,41.34896,-70.74628,Chilmark,MA,Massachusetts,TRUE,,1463,18.6,25007,Dukes,{'25007':100},Dukes,25007,FALSE,FALSE,America/New_York
2536,41.59694,-70.56721,East Falmouth,MA,Massachusetts,TRUE,,19370,273.2,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2537,41.72948,-70.44013,East Sandwich,MA,Massachusetts,TRUE,,6535,199.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2538,41.77702,-70.64917,East Wareham,MA,Massachusetts,TRUE,,3652,306.4,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2539,41.37994,-70.53223,Edgartown,MA,Massachusetts,TRUE,,4306,58.6,25007,Dukes,{'25007':100},Dukes,25007,FALSE,FALSE,America/New_York
2540,41.57201,-70.62793,Falmouth,MA,Massachusetts,TRUE,,8389,296.2,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2542,41.70259,-70.54687,Buzzards Bay,MA,Massachusetts,TRUE,,909,14.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2543,41.49345,-70.73109,Woods Hole,MA,Massachusetts,TRUE,,745,24.7,25001,Barnstable,"{'25001':96.38,'25007':3.62}",Barnstable|Dukes,25001|25007,FALSE,FALSE,America/New_York
2553,41.71336,-70.61883,Monument Beach,MA,Massachusetts,TRUE,,97,343.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2554,41.28538,-70.0798,Nantucket,MA,Massachusetts,TRUE,,10842,94.3,25019,Nantucket,{'25019':100},Nantucket,25019,FALSE,FALSE,America/New_York
2556,41.63952,-70.62584,North Falmouth,MA,Massachusetts,TRUE,,2681,311.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2557,41.4366,-70.58,Oak Bluffs,MA,Massachusetts,TRUE,,4686,241.3,25007,Dukes,{'25007':100},Dukes,25007,FALSE,FALSE,America/New_York
2558,41.7448,-70.6535,Onset,MA,Massachusetts,TRUE,,1146,677,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2559,41.69165,-70.61522,Pocasset,MA,Massachusetts,TRUE,,4059,258.9,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2561,41.76886,-70.53319,Sagamore,MA,Massachusetts,TRUE,,301,338.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2562,41.78718,-70.52691,Sagamore Beach,MA,Massachusetts,TRUE,,3052,341,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2563,41.71962,-70.47801,Sandwich,MA,Massachusetts,TRUE,,9573,302.7,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2564,41.26529,-69.98433,Siasconset,MA,Massachusetts,TRUE,,247,20.8,25019,Nantucket,{'25019':100},Nantucket,25019,FALSE,FALSE,America/New_York
2568,41.45264,-70.61758,Vineyard Haven,MA,Massachusetts,TRUE,,4103,232.1,25007,Dukes,{'25007':100},Dukes,25007,FALSE,FALSE,America/New_York
2571,41.76357,-70.69795,Wareham,MA,Massachusetts,TRUE,,10927,203.4,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2575,41.39991,-70.65451,West Tisbury,MA,Massachusetts,TRUE,,2707,42.1,25007,Dukes,{'25007':100},Dukes,25007,FALSE,FALSE,America/New_York
2576,41.77807,-70.7637,West Wareham,MA,Massachusetts,TRUE,,4467,149,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2584,41.25883,-70.00735,Nantucket,MA,Massachusetts,TRUE,,12,57.3,25019,Nantucket,{'25019':100},Nantucket,25019,FALSE,FALSE,America/New_York
2601,41.6603,-70.29682,Hyannis,MA,Massachusetts,TRUE,,15215,633,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2630,41.70462,-70.30329,Barnstable,MA,Massachusetts,TRUE,,2064,178.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2631,41.74684,-70.06941,Brewster,MA,Massachusetts,TRUE,,9773,169.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2632,41.66055,-70.34749,Centerville,MA,Massachusetts,TRUE,,10043,566.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2633,41.68892,-69.97227,Chatham,MA,Massachusetts,TRUE,,4175,198.4,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2635,41.62373,-70.44049,Cotuit,MA,Massachusetts,TRUE,,3131,229.7,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2637,41.70571,-70.27238,Cummaquid,MA,Massachusetts,TRUE,,167,139.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2638,41.73226,-70.19362,Dennis,MA,Massachusetts,TRUE,,3117,208.7,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2639,41.66634,-70.13529,Dennis Port,MA,Massachusetts,TRUE,,3160,400,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2641,41.75059,-70.15222,East Dennis,MA,Massachusetts,TRUE,,200,98.5,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2642,41.83957,-69.97697,Eastham,MA,Massachusetts,TRUE,,4893,137.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2643,41.76568,-69.93648,East Orleans,MA,Massachusetts,TRUE,,0,5.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2644,41.68422,-70.51024,Forestdale,MA,Massachusetts,TRUE,,4340,426.2,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2645,41.70422,-70.06083,Harwich,MA,Massachusetts,TRUE,,9487,224.2,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2646,41.67079,-70.07194,Harwich Port,MA,Massachusetts,TRUE,,1868,214.9,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2647,41.63184,-70.30805,Hyannis Port,MA,Massachusetts,TRUE,,90,105.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2648,41.67072,-70.41636,Marstons Mills,MA,Massachusetts,TRUE,,6638,303.9,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2649,41.61764,-70.49053,Mashpee,MA,Massachusetts,TRUE,,14101,232.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2650,41.70342,-69.96591,North Chatham,MA,Massachusetts,TRUE,,845,227.4,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2651,41.87506,-70.0034,North Eastham,MA,Massachusetts,TRUE,,0,85.9,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2652,42.04411,-70.09475,North Truro,MA,Massachusetts,TRUE,,761,56.7,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2653,41.76877,-69.9739,Orleans,MA,Massachusetts,TRUE,,5852,189,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2655,41.62995,-70.39258,Osterville,MA,Massachusetts,TRUE,,3393,208,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2657,42.06139,-70.19814,Provincetown,MA,Massachusetts,TRUE,,2960,117.5,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2659,41.68305,-70.02231,South Chatham,MA,Massachusetts,TRUE,,1024,209.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2660,41.70546,-70.15434,South Dennis,MA,Massachusetts,TRUE,,6257,313.5,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2663,41.90675,-69.99739,South Wellfleet,MA,Massachusetts,TRUE,,94,47.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2664,41.67465,-70.19465,South Yarmouth,MA,Massachusetts,TRUE,,8850,521.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2666,41.98943,-70.04569,Truro,MA,Massachusetts,TRUE,,493,25.1,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2667,41.92791,-70.01815,Wellfleet,MA,Massachusetts,TRUE,,3387,53.5,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2668,41.71178,-70.35675,West Barnstable,MA,Massachusetts,TRUE,,2723,83.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2669,41.671,-69.9928,West Chatham,MA,Massachusetts,TRUE,,111,117.7,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2670,41.65987,-70.1716,West Dennis,MA,Massachusetts,TRUE,,1202,242,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2671,41.6721,-70.11095,West Harwich,MA,Massachusetts,TRUE,,877,196.2,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2672,41.63551,-70.31791,West Hyannisport,MA,Massachusetts,TRUE,,281,140.6,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2673,41.6573,-70.24666,West Yarmouth,MA,Massachusetts,TRUE,,8484,324.5,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2675,41.70485,-70.23063,Yarmouth Port,MA,Massachusetts,TRUE,,6616,281.3,25001,Barnstable,{'25001':100},Barnstable,25001,FALSE,FALSE,America/New_York
2702,41.78452,-71.06116,Assonet,MA,Massachusetts,TRUE,,4366,94.9,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2703,41.93103,-71.29506,Attleboro,MA,Massachusetts,TRUE,,44548,628.4,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2713,41.43437,-70.87573,Cuttyhunk,MA,Massachusetts,TRUE,,40,4,25007,Dukes,{'25007':100},Dukes,25007,FALSE,FALSE,America/New_York
2715,41.81747,-71.15058,Dighton,MA,Massachusetts,TRUE,,3519,105.3,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2717,41.75874,-70.97166,East Freetown,MA,Massachusetts,TRUE,,4885,103.6,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2718,41.86891,-71.01162,East Taunton,MA,Massachusetts,TRUE,,6383,248.3,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2719,41.63945,-70.87321,Fairhaven,MA,Massachusetts,TRUE,,16026,494.9,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2720,41.73286,-71.11808,Fall River,MA,Massachusetts,TRUE,,30699,1075.9,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2721,41.67465,-71.14768,Fall River,MA,Massachusetts,TRUE,,26268,2487.1,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2723,41.69271,-71.12968,Fall River,MA,Massachusetts,TRUE,,14279,3570.2,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2724,41.68401,-71.17936,Fall River,MA,Massachusetts,TRUE,,17686,3513,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2725,41.71252,-71.18426,Somerset,MA,Massachusetts,TRUE,,2421,428,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2726,41.76072,-71.14446,Somerset,MA,Massachusetts,TRUE,,15786,1085,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2738,41.70912,-70.76355,Marion,MA,Massachusetts,TRUE,,5100,134.5,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2739,41.66869,-70.81706,Mattapoisett,MA,Massachusetts,TRUE,,6294,134.3,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2740,41.63787,-70.93814,New Bedford,MA,Massachusetts,TRUE,,43604,2926,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2743,41.71385,-70.90123,Acushnet,MA,Massachusetts,TRUE,,10483,215.9,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2744,41.60799,-70.91269,New Bedford,MA,Massachusetts,TRUE,,11036,3560,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2745,41.69893,-70.94826,New Bedford,MA,Massachusetts,TRUE,,24622,918.7,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2746,41.6615,-70.94155,New Bedford,MA,Massachusetts,TRUE,,15552,2799.5,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2747,41.66783,-71.01627,North Dartmouth,MA,Massachusetts,TRUE,,23512,181.4,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2748,41.5605,-70.97897,South Dartmouth,MA,Massachusetts,TRUE,,11313,196.4,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2760,41.97006,-71.33585,North Attleboro,MA,Massachusetts,TRUE,,27345,575.1,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2762,42.01409,-71.33642,Plainville,MA,Massachusetts,TRUE,,9088,290.4,25021,Norfolk,{'25021':100},Norfolk,25021,FALSE,FALSE,America/New_York
2763,41.96669,-71.30749,Attleboro Falls,MA,Massachusetts,TRUE,,1771,843.8,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2764,41.85663,-71.16052,North Dighton,MA,Massachusetts,TRUE,,4238,145.3,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2766,41.96402,-71.18418,Norton,MA,Massachusetts,TRUE,,19634,264,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2767,41.93707,-71.05109,Raynham,MA,Massachusetts,TRUE,,14326,220.1,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2769,41.84394,-71.24559,Rehoboth,MA,Massachusetts,TRUE,,12082,95.5,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2770,41.75849,-70.84084,Rochester,MA,Massachusetts,TRUE,,5245,61.2,25023,Plymouth,{'25023':100},Plymouth,25023,FALSE,FALSE,America/New_York
2771,41.83778,-71.31735,Seekonk,MA,Massachusetts,TRUE,,15210,287.9,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2777,41.75704,-71.21205,Swansea,MA,Massachusetts,TRUE,,16276,270,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2779,41.83491,-71.07544,Berkley,MA,Massachusetts,TRUE,,6679,149.9,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2780,41.90755,-71.11956,Taunton,MA,Massachusetts,TRUE,,50264,573,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2790,41.5999,-71.08324,Westport,MA,Massachusetts,TRUE,,15694,113,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2791,41.52799,-71.07806,Westport Point,MA,Massachusetts,TRUE,,331,90.1,25005,Bristol,{'25005':100},Bristol,25005,FALSE,FALSE,America/New_York
2802,41.95195,-71.45534,Albion,RI,Rhode Island,TRUE,,671,1552.1,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2804,41.43188,-71.77236,Ashaway,RI,Rhode Island,TRUE,,2004,99.7,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2806,41.74438,-71.31461,Barrington,RI,Rhode Island,TRUE,,16192,766.3,44001,Bristol,{'44001':100},Bristol,44001,FALSE,FALSE,America/New_York
2807,41.17762,-71.57854,Block Island,RI,Rhode Island,TRUE,,827,44.7,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2808,41.40856,-71.74867,Bradford,RI,Rhode Island,TRUE,,2565,116.4,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2809,41.68271,-71.2694,Bristol,RI,Rhode Island,TRUE,,22258,902.3,44001,Bristol,{'44001':100},Bristol,44001,FALSE,FALSE,America/New_York
2812,41.4777,-71.65437,Carolina,RI,Rhode Island,TRUE,,1208,87,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2813,41.39728,-71.67017,Charlestown,RI,Rhode Island,TRUE,,7780,82.9,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2814,41.89877,-71.69752,Chepachet,RI,Rhode Island,TRUE,,7673,64.6,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2815,41.77305,-71.65833,Clayville,RI,Rhode Island,TRUE,,208,25.7,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2816,41.69086,-71.61976,Coventry,RI,Rhode Island,TRUE,,32825,332.3,44003,Kent,"{'44003':99.98,'44007':0.02}",Kent|Providence,44003|44007,FALSE,FALSE,America/New_York
2817,41.62911,-71.66729,West Greenwich,RI,Rhode Island,TRUE,,6033,47.2,44003,Kent,{'44003':100},Kent,44003,FALSE,FALSE,America/New_York
2818,41.6431,-71.49295,East Greenwich,RI,Rhode Island,TRUE,,18190,319.7,44003,Kent,{'44003':100},Kent,44003,FALSE,FALSE,America/New_York
2822,41.56728,-71.63266,Exeter,RI,Rhode Island,TRUE,,6581,42.2,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2825,41.78117,-71.72612,Foster,RI,Rhode Island,TRUE,,5500,38.4,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2826,41.97398,-71.63702,Glendale,RI,Rhode Island,TRUE,,501,122.3,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2827,41.69785,-71.73955,Greene,RI,Rhode Island,TRUE,,2060,39.7,44003,Kent,{'44003':100},Kent,44003,FALSE,FALSE,America/New_York
2828,41.87801,-71.55935,Greenville,RI,Rhode Island,TRUE,,7863,623.4,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2830,41.98212,-71.64989,Harrisville,RI,Rhode Island,TRUE,,5935,119.5,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2831,41.75264,-71.58911,Hope,RI,Rhode Island,TRUE,,3501,140.9,44007,Providence,"{'44003':3.87,'44007':96.13}",Providence|Kent,44007|44003,FALSE,FALSE,America/New_York
2832,41.50834,-71.72597,Hope Valley,RI,Rhode Island,TRUE,,4320,79.6,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2833,41.48737,-71.77825,Hopkinton,RI,Rhode Island,TRUE,,1144,42.8,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2835,41.51497,-71.3771,Jamestown,RI,Rhode Island,TRUE,,5496,220.9,44005,Newport,{'44005':100},Newport,44005,FALSE,FALSE,America/New_York
2836,41.45232,-71.62048,Kenyon,RI,Rhode Island,TRUE,,187,170.8,44009,Washington,{'44009':100},Washington,44009,FALSE,FALSE,America/New_York
2837,41.51523,-71.16455,Little Compton,RI,Rhode Island,TRUE,,3505,65.7,44005,Newport,{'44005':100},Newport,44005,FALSE,FALSE,America/New_York
2838,41.96513,-71.47617,Manville,RI,Rhode Island,TRUE,,3519,918.1,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2839,41.94292,-71.64314,Mapleville,RI,Rhode Island,TRUE,,2062,171,44007,Providence,{'44007':100},Providence,44007,FALSE,FALSE,America/New_York
2840,41.47775,-71.32036,Newport,RI,Rhode Island,TRUE,,23211,1247.6,44005,Newport,{'44005':100},Newport,44005,FALSE,FALSE,America/New_York
2841,41.51334,-71.32381,Newport,RI,Rhode Island,TRUE,,1632,1152,44005,Newport,{'44005':100},Newport,44005,FALSE,FALSE,America/New_York
